CompanyID,RefNbr,BranchID,EmployeeID,DepartmentID,LocationID,DocDate,ApproveDate,DocDesc,CuryID,CuryInfoID,Approved,Released,Status,CuryDocBal,DocBal,CuryTaxTotal,TaxTotal,TaxZoneID,VatTaxableTotal,CuryVatTaxableTotal,VatExemptTotal,CuryVatExemptTotal,CustomerID,CustomerLocationID,ApprovalStatus,ClaimDetailID,CuryID,ExpenseDate,InventoryID,UOM,CuryUnitCost,UnitCost,CuryExtCost,ExtCost,CuryEmployeePart,EmployeePart,CuryTranAmt,CuryTranAmtWithTaxes,CuryAmountWithTaxes,TranAmt,TranAmtWithTaxes,TranDesc,ClaimCuryTranAmt,ClaimTranAmt,ClaimCuryTranAmtWithTaxes,ClaimTranAmtWithTaxes,ClaimCuryTaxTotal,ClaimTaxTotal,CuryVatExemptTotal,VatExemptTotal,CuryVatTaxableTotal,VatTaxableTotal,ClaimCuryTaxRoundDiff,ClaimTaxRoundDiff,ClaimCuryVatExemptTotal,ClaimVatExemptTotal,ClaimCuryVatTaxableTotal,ClaimVatTaxableTotal,CuryTaxableAmt,TaxableAmt,CuryTaxableAmtFromTax,TaxableAmtFromTax,CuryTaxAmt,TaxAmt,CustomerID,CustomerLocationID,Billable,Billed,Approved,Released,ExpenseAccountID,ExpenseSubID,SalesAccountID,SalesSubID,APDocType,APRefNbr,SubmitedDate,TaxCategoryID,ContractID,TaskID,EmployeeID,Status,TaxZoneID,TaxCalcMode,CuryTaxTotal,TaxTotal,CreatedFromClaim,ReleasedDateTimeUTC,ExpectedStatus,SigmaApprovalStatus,SigmaApprover,IsFraud
667000164,1,13,3797,1,4052,2019-08-12 0:00:00,NULL,Travel to Bergen,NOK,60040,1,1,R,1250,1250,250,250,1,1000,1000,0,0,NULL,NULL,7,1,NOK,2019-08-12 0:00:00,1406,STK,1250,1250,1250,1250,0,0,1250,1250,1250,1250,1250,Hotel bla de bla,1250,1250,1250,1250,250,0,0,0,1000,1000,0,0,0,0,1000,1000,1250,1250,1000,1000,250,250,NULL,NULL,0,0,1,1,14404,2,NULL,NULL,INV,200166,2019-08-12 11:16:39,1,0,NULL,3797,R,1,G,250,250,1,NULL,NULL,7,NULL,0
667000164,2,13,3797,1,4052,2019-08-12 0:00:00,NULL,"Kurs Stavanger, Trondheim",NOK,60043,1,1,R,3500,3500,456.52,456.52,1,3043.48,3043.48,0,0,NULL,NULL,7,2,NOK,2019-08-12 0:00:00,1407,STK,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,Kurs,2000,2000,2000,2000,260.87,0,0,0,1739.13,1739.13,0,0,0,0,1739.13,1739.13,2000,2000,1739.13,1739.13,260.87,260.87,NULL,NULL,0,0,1,1,14404,2,NULL,NULL,INV,200167,2019-08-12 11:51:23,11,0,NULL,3797,R,1,G,260.87,260.87,1,NULL,NULL,7,NULL,0
667000164,2,13,3797,1,4052,2019-08-12 0:00:00,NULL,"Kurs Stavanger, Trondheim",NOK,60043,1,1,R,3500,3500,456.52,456.52,1,3043.48,3043.48,0,0,NULL,NULL,7,3,NOK,2019-08-12 0:00:00,1407,STK,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,OSL-Stavanger,1500,1500,1500,1500,195.65,0,0,0,1304.35,1304.35,0,0,0,0,1304.35,1304.35,1500,1500,1304.35,1304.35,195.65,195.65,NULL,NULL,0,0,1,1,14404,1,NULL,NULL,INV,200167,2019-08-12 11:51:23,11,0,NULL,3797,R,1,G,195.65,195.65,1,NULL,NULL,7,NULL,0
667000164,3,13,3797,1,4052,2019-08-12 0:00:00,NULL,Test subaccount,NOK,60049,1,1,R,2750,2750,358.69,358.69,1,2391.31,2391.31,0,0,NULL,NULL,7,4,NOK,2019-08-12 0:00:00,1407,STK,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,flight 2,1500,1500,1500,1500,195.65,0,0,0,1304.35,1304.35,0,0,0,0,1304.35,1304.35,1500,1500,1304.35,1304.35,195.65,195.65,NULL,NULL,0,0,1,1,14404,1023,NULL,NULL,INV,200168,2019-08-12 12:02:42,11,0,NULL,3797,R,1,G,195.65,195.65,1,NULL,NULL,7,NULL,0
667000164,3,13,3797,1,4052,2019-08-12 0:00:00,NULL,Test subaccount,NOK,60049,1,1,R,2750,2750,358.69,358.69,1,2391.31,2391.31,0,0,NULL,NULL,7,5,NOK,2019-08-12 0:00:00,1407,STK,1250,1250,1250,1250,0,0,1250,1250,1250,1250,1250,flight 1,1250,1250,1250,1250,163.04,0,0,0,1086.96,1086.96,0,0,0,0,1086.96,1086.96,1250,1250,1086.96,1086.96,163.04,163.04,NULL,NULL,0,0,1,1,14404,3,NULL,NULL,INV,200168,2019-08-12 12:02:42,11,0,NULL,3797,R,1,G,163.04,163.04,1,NULL,NULL,7,NULL,0
667000164,4,13,3797,1,4052,2019-08-12 0:00:00,NULL,fwewe,NOK,60058,1,1,R,1000,1000,130.43,130.43,1,869.57,869.57,0,0,2538,2789,7,6,NOK,2019-08-12 0:00:00,1407,STK,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,ewfwefwef,1000,1000,1000,1000,130.43,0,0,0,869.57,869.57,0,0,0,0,869.57,869.57,1000,1000,869.57,869.57,130.43,130.43,2538,2789,1,0,1,1,14404,1,4912,1,INV,200169,2019-08-12 13:31:19,11,66,20,3797,R,1,G,130.43,130.43,1,NULL,NULL,7,NULL,0
667000164,5,13,3797,1,4052,2019-08-14 0:00:00,NULL,Oles expense,NOK,60062,1,1,R,150,150,30,30,1,120,120,0,0,2538,2789,7,7,NOK,2019-08-14 0:00:00,1406,STK,150,150,150,150,0,0,150,150,150,150,150,Hotel,150,150,150,150,30,0,0,0,120,120,0,0,0,0,120,120,150,150,120,120,30,30,2538,2789,1,0,1,1,14404,13,4912,1,INV,200170,2019-08-14 8:08:31,1,66,20,3797,R,1,G,30,30,1,NULL,NULL,7,NULL,0
667000164,6,13,3797,5,4052,2019-08-16 0:00:00,NULL,Remco test,NOK,70065,1,1,R,1400,1400,280,280,1,1120,1120,0,0,2538,2789,7,8,NOK,2019-08-16 0:00:00,1406,STK,1400,1400,1400,1400,0,0,1400,1400,1400,1400,1400,hotel,1400,1400,1400,1400,280,0,0,0,1120,1120,0,0,0,0,1120,1120,1400,1400,1120,1120,280,280,2538,2789,1,0,1,1,14404,1094,4912,1,INV,200171,2019-08-16 13:12:21,1,0,NULL,3797,R,1,G,280,280,1,NULL,NULL,7,NULL,1
667000164,7,13,2468,2,2725,2019-08-26 0:00:00,NULL,Utlegg,NOK,70109,1,1,R,994,994,0,0,NULL,0,0,0,0,NULL,NULL,7,9,NOK,2019-08-26 0:00:00,1407,STK,50,50,50,50,0,0,50,50,50,50,50,jioj,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,NULL,NULL,0,0,1,1,14404,7,NULL,NULL,INV,190003,2019-08-26 20:38:02,11,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,0
667000164,7,13,2468,2,2725,2019-08-26 0:00:00,NULL,Utlegg,NOK,70109,1,1,R,994,994,0,0,NULL,0,0,0,0,NULL,NULL,7,10,NOK,2019-08-26 0:00:00,1407,STK,944,944,944,944,0,0,944,944,944,944,944,Fredrikstad,944,944,944,944,0,0,0,0,0,0,0,0,0,0,0,0,944,944,0,0,0,0,NULL,NULL,0,0,1,1,14404,8,NULL,NULL,INV,190003,2019-08-26 20:38:02,11,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,0
667000164,8,13,2468,6,2725,2019-08-26 0:00:00,NULL,Utlegg,NOK,70129,1,1,R,994,994,0,0,NULL,0,0,0,0,NULL,NULL,7,11,NOK,2019-08-26 0:00:00,1407,STK,50,50,50,50,0,0,50,50,50,50,50,jioj,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,NULL,NULL,0,0,1,1,14404,7,NULL,NULL,INV,190004,2019-08-28 7:38:53,11,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,1
667000164,8,13,2468,2,2725,2019-08-26 0:00:00,NULL,Utlegg,NOK,70129,1,1,R,994,994,0,0,NULL,0,0,0,0,NULL,NULL,7,12,NOK,2019-08-26 0:00:00,1407,STK,944,944,944,944,0,0,944,944,944,944,944,Fredrikstad,944,944,944,944,0,0,0,0,0,0,0,0,0,0,0,0,944,944,0,0,0,0,NULL,NULL,0,0,1,1,14404,8,NULL,NULL,INV,190004,2019-08-28 7:38:54,11,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,0
667000164,9,13,2468,2,2725,2019-08-28 0:00:00,NULL,TEST,NOK,70130,1,1,R,100,100,0,0,NULL,0,0,0,0,NULL,NULL,7,13,NOK,2019-08-28 0:00:00,1406,STK,100,100,100,100,0,0,100,100,100,100,100,FSFDA,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,NULL,NULL,0,0,1,1,14404,15,NULL,NULL,INV,190006,2019-08-28 7:38:57,1,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,0
667000164,10,13,2468,2,2725,2019-08-28 0:00:00,NULL,Reise til Mars,NOK,70131,1,1,R,999,999,0,0,NULL,0,0,0,0,NULL,NULL,7,14,NOK,2019-08-28 0:00:00,1406,STK,999,999,999,999,0,0,999,999,999,999,999,tur på meg,999,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,NULL,NULL,0,0,1,1,14404,15,NULL,NULL,INV,190001,2019-08-28 7:42:28,1,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,0
667000164,11,13,2468,2,2725,2019-08-28 0:00:00,NULL,Reise til Bergen,NOK,70134,1,1,R,1000,1000,0,0,NULL,0,0,0,0,NULL,NULL,7,15,NOK,2019-08-28 0:00:00,1407,STK,1000,1000,1000,1000,0,0,1000,1000,1000,1000,1000,fin tur,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,NULL,NULL,0,0,1,1,4957,15,NULL,NULL,INV,190002,2019-08-28 7:53:12,1,0,NULL,2468,R,NULL,G,0,0,1,NULL,NULL,7,NULL,0
667000164,12,13,2468,2,2725,2019-08-28 0:00:00,NULL,Mat,NOK,70147,1,1,R,100,100,20,20,1,80,80,0,0,NULL,NULL,7,16,NOK,2019-08-28 0:00:00,1407,STK,100,100,100,100,0,0,100,100,100,100,100,Ff,100,100,100,100,20,0,0,0,80,80,0,0,0,0,80,80,100,100,80,80,20,20,NULL,NULL,0,0,1,1,14404,15,NULL,NULL,INV,190005,2019-08-28 8:41:37,1,0,NULL,2468,R,1,G,20,20,1,NULL,NULL,7,NULL,0
667000164,13,13,2468,2,2725,2019-08-28 0:00:00,NULL,Mat møte,NOK,70159,1,1,R,2000,2000,400,400,1,1600,1600,0,0,NULL,NULL,7,17,NOK,2019-08-28 0:00:00,1407,STK,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,sd,2000,2000,2000,2000,400,0,0,0,1600,1600,0,0,0,0,1600,1600,2000,2000,1600,1600,400,400,NULL,NULL,0,0,1,1,14404,15,NULL,NULL,INV,190007,2019-08-28 15:14:31,1,0,NULL,2468,R,1,G,400,400,1,NULL,NULL,7,NULL,0
667000164,14,13,2468,2,2725,2019-08-28 0:00:00,NULL,Seminar Son,NOK,70162,1,1,R,2000,2000,400,400,1,1600,1600,0,0,NULL,NULL,7,18,NOK,2019-08-28 0:00:00,1407,STK,2000,2000,2000,2000,0,0,2000,2000,2000,2000,2000,fddf,2000,2000,2000,2000,400,0,0,0,1600,1600,0,0,0,0,1600,1600,2000,2000,1600,1600,400,400,NULL,NULL,0,0,1,1,14404,15,NULL,NULL,INV,190008,2019-08-28 15:14:37,1,0,NULL,2468,R,1,G,400,400,1,NULL,NULL,7,NULL,0
667000164,15,13,2468,2,2725,2019-08-28 0:00:00,NULL,Tur til Tromsø,NOK,70165,1,1,R,2999,2999,599.8,599.8,1,2399.2,2399.2,0,0,NULL,NULL,7,19,NOK,2019-08-28 0:00:00,1407,STK,2999,2999,2999,2999,0,0,2999,2999,2999,2999,2999,Kundemøte,2999,2999,2999,2999,599.8,0,0,0,2399.2,2399.2,0,0,0,0,2399.2,2399.2,2999,2999,2399.2,2399.2,599.8,599.8,NULL,NULL,0,0,1,1,14404,15,NULL,NULL,INV,190009,2019-08-28 15:29:16,1,0,NULL,2468,R,1,G,599.8,599.8,1,NULL,NULL,7,NULL,0
667000164,16,13,2468,2,2725,2019-08-28 0:00:00,NULL,Kundebesøk Reon AS,NOK,70168,1,1,R,2433,2433,486.6,486.6,1,1946.4,1946.4,0,0,NULL,NULL,7,20,NOK,2019-08-28 0:00:00,1407,STK,2433,2433,2433,2433,0,0,2433,2433,2433,2433,2433,Kundebesøk,2433,2433,2433,2433,486.6,0,0,0,1946.4,1946.4,0,0,0,0,1946.4,1946.4,2433,2433,1946.4,1946.4,486.6,486.6,NULL,NULL,0,0,1,1,7145,6,NULL,NULL,INV,190010,2019-08-28 15:48:51,1,0,NULL,2468,R,1,G,486.6,486.6,1,NULL,NULL,7,NULL,0
667000164,17,13,3797,1,4052,2019-08-29 0:00:00,NULL,Mo i rana,NOK,70183,1,1,R,2700,2700,540,540,1,2160,2160,0,0,2463,2721,7,21,NOK,2019-08-29 0:00:00,1406,STK,1200,1200,1200,1200,0,0,1200,1200,1200,1200,1200,Mo i rana,1200,1200,1200,1200,240,0,0,0,960,960,0,0,0,0,960,960,1200,1200,960,960,240,240,2463,2721,1,0,1,1,14404,1024,4912,1,INV,190013,2019-08-29 12:57:25,1,241,206,3797,R,1,G,240,240,1,NULL,NULL,7,NULL,0
667000164,17,13,3797,1,4052,2019-08-29 0:00:00,NULL,Mo i rana,NOK,70183,1,1,R,2700,2700,540,540,1,2160,2160,0,0,2463,2721,7,22,NOK,2019-08-29 0:00:00,1407,STK,1500,1500,1500,1500,0,0,1500,1500,1500,1500,1500,oslo - Mo i rana,1500,1500,1500,1500,300,0,0,0,1200,1200,0,0,0,0,1200,1200,1500,1500,1200,1200,300,300,2463,2721,1,0,1,1,7145,1024,4912,1,INV,190013,2019-08-29 12:57:26,1,241,206,3797,R,1,G,300,300,1,NULL,NULL,7,NULL,0
